,Area,Mean,Min,Max
,0.256,255,255,255
,0.064,255,255,255
,0.851,255,255,255
,0.61,255,255,255
,0.061,255,255,255
,0.12,255,255,255
,0.201,255,255,255
,0.03,255,255,255
,0.042,255,255,255
,0.136,255,255,255
,0.045,255,255,255
,0.473,255,255,255
,0.114,255,255,255
,0.161,255,255,255
,0.518,255,255,255
,0.072,255,255,255
,0.436,255,255,255
,1.683,255,255,255
,0.039,255,255,255
,0.063,255,255,255
,0.076,255,255,255
,0.327,255,255,255
,0.057,255,255,255
,0.652,255,255,255
,0.341,255,255,255
,0.024,255,255,255
,1.291,255,255,255
,0.024,255,255,255
,0.057,255,255,255
,0.028,255,255,255
,0.127,255,255,255
,0.062,255,255,255
,0.024,255,255,255
,0.059,255,255,255
,0.218,255,255,255
,0.104,255,255,255
,0.032,255,255,255
,0.14,255,255,255
,0.056,255,255,255
,0.088,255,255,255
,0.077,255,255,255
,2.051,255,255,255
,0.038,255,255,255
,0.025,255,255,255
,1.361,255,255,255
,0.312,255,255,255
,0.513,255,255,255
,0.119,255,255,255
,0.886,255,255,255
,6.823,255,255,255
,0.025,255,255,255
,0.025,255,255,255
,4.37,255,255,255
,0.041,255,255,255
,0.272,255,255,255
,0.184,255,255,255
,0.625,255,255,255
,0.323,255,255,255
,0.202,255,255,255
,0.21,255,255,255
,0.121,255,255,255
,0.15,255,255,255
,2.894,255,255,255
,0.107,255,255,255
,0.038,255,255,255
,0.215,255,255,255
,1.372,255,255,255
,0.098,255,255,255
,0.075,255,255,255
,0.06,255,255,255
,3.765,255,255,255
,2.327,255,255,255
,0.77,255,255,255
,0.025,255,255,255
,0.062,255,255,255
