,Area,Mean,Min,Max
,0.217,255,255,255
,0.244,255,255,255
,0.242,255,255,255
,0.05,255,255,255
,0.043,255,255,255
,2.52,255,255,255
,0.271,255,255,255
,1.316,255,255,255
,0.085,255,255,255
,0.658,255,255,255
,0.502,255,255,255
,0.026,255,255,255
,0.414,255,255,255
,0.877,255,255,255
,0.408,255,255,255
,0.119,255,255,255
,0.207,255,255,255
,0.079,255,255,255
,0.082,255,255,255
,0.296,255,255,255
,0.185,255,255,255
,1.351,255,255,255
,0.098,255,255,255
,0.136,255,255,255
,0.041,255,255,255
,0.129,255,255,255
,0.427,255,255,255
,0.236,255,255,255
,0.063,255,255,255
,0.271,255,255,255
,0.057,255,255,255
,0.061,255,255,255
,0.522,255,255,255
,0.083,255,255,255
,0.046,255,255,255
,0.4,255,255,255
,0.026,255,255,255
,0.522,255,255,255
,0.6,255,255,255
,0.195,255,255,255
,0.048,255,255,255
,0.052,255,255,255
,1.112,255,255,255
,0.725,255,255,255
,0.119,255,255,255
,0.535,255,255,255
,0.091,255,255,255
,0.086,255,255,255
,0.171,255,255,255
,0.239,255,255,255
,0.57,255,255,255
,0.043,255,255,255
,0.026,255,255,255
,0.584,255,255,255
,0.229,255,255,255
,0.026,255,255,255
,0.026,255,255,255
,0.284,255,255,255
,0.088,255,255,255
,0.21,255,255,255
,0.449,255,255,255
,0.036,255,255,255
,0.138,255,255,255
,0.14,255,255,255
,0.026,255,255,255
,0.781,255,255,255
,0.113,255,255,255
,0.978,255,255,255
,0.371,255,255,255
,0.026,255,255,255
,0.036,255,255,255
,0.999,255,255,255
,0.06,255,255,255
,0.055,255,255,255
,0.163,255,255,255
,0.428,255,255,255
,0.079,255,255,255
,0.293,255,255,255
,0.026,255,255,255
,0.026,255,255,255
,0.253,255,255,255
,0.073,255,255,255
,0.772,255,255,255
,0.009,255,255,255
,0.013,255,255,255
,0.73,255,255,255
,0.275,255,255,255
,1.119,255,255,255
,0.013,255,255,255
,0.18,255,255,255
,0.009,255,255,255
,0.021,255,255,255
,1.01,255,255,255
,0.014,255,255,255
,0.009,255,255,255
,0.016,255,255,255
,0.265,255,255,255
,0.013,255,255,255
,0.009,255,255,255
,0.169,255,255,255
,0.278,255,255,255
,0.342,255,255,255
,0.018,255,255,255
,0.196,255,255,255
,0.031,255,255,255
,0.019,255,255,255
,0.009,255,255,255
,0.998,255,255,255
,0.024,255,255,255
,0.046,255,255,255
,0.029,255,255,255
,0.018,255,255,255
,0.009,255,255,255
,0.427,255,255,255
,0.045,255,255,255
,0.073,255,255,255
,0.059,255,255,255
,1.263,255,255,255
,0.376,255,255,255
,0.067,255,255,255
,0.114,255,255,255
,12.571,255,255,255
,0.188,255,255,255
,0.011,255,255,255
,0.016,255,255,255
,0.073,255,255,255
,0.357,255,255,255
,0.013,255,255,255
,0.014,255,255,255
,0.086,255,255,255
,0.744,255,255,255
,0.143,255,255,255
,0.037,255,255,255
,0.819,255,255,255
,0.233,255,255,255
,0.013,255,255,255
,0.085,255,255,255
,0.009,255,255,255
,0.012,255,255,255
,0.012,255,255,255
,0.073,255,255,255
,0.021,255,255,255
,0.115,255,255,255
,0.009,255,255,255
,0.155,255,255,255
,0.109,255,255,255
,0.009,255,255,255
,0.009,255,255,255
,0.109,255,255,255
,0.077,255,255,255
,0.011,255,255,255
,0.009,255,255,255
,0.711,255,255,255
,1.311,255,255,255
,0.236,255,255,255
,0.29,255,255,255
,0.018,255,255,255
,0.009,255,255,255
,0.088,255,255,255
,0.569,255,255,255
,0.14,255,255,255
,0.018,255,255,255
,0.123,255,255,255
,0.048,255,255,255
,1.388,255,255,255
,0.193,255,255,255
,0.062,255,255,255
,0.336,255,255,255
,0.744,255,255,255
,0.009,255,255,255
,0.816,255,255,255
,0.143,255,255,255
,0.232,255,255,255
,0.027,255,255,255
,0.011,255,255,255
,0.128,255,255,255
,0.196,255,255,255
,0.408,255,255,255
,0.014,255,255,255
,0.154,255,255,255
,0.699,255,255,255
,0.009,255,255,255
,0.024,255,255,255
,0.011,255,255,255
,0.02,255,255,255
,0.04,255,255,255
,0.105,255,255,255
,0.023,255,255,255
,0.039,255,255,255
,0.099,255,255,255
,0.156,255,255,255
,0.058,255,255,255
,0.522,255,255,255
,0.399,255,255,255
,0.129,255,255,255
,0.043,255,255,255
,0.036,255,255,255
,1.536,255,255,255
,0.023,255,255,255
,0.213,255,255,255
,0.023,255,255,255
,0.398,255,255,255
,0.077,255,255,255
,0.327,255,255,255
,0.851,255,255,255
,0.091,255,255,255
,0.073,255,255,255
,0.047,255,255,255
,0.361,255,255,255
,0.092,255,255,255
,0.223,255,255,255
,0.057,255,255,255
,0.368,255,255,255
,0.069,255,255,255
,0.066,255,255,255
,0.044,255,255,255
,0.035,255,255,255
,0.81,255,255,255
,0.062,255,255,255
,0.068,255,255,255
,0.077,255,255,255
,0.023,255,255,255
,0.194,255,255,255
,0.028,255,255,255
,0.023,255,255,255
,0.062,255,255,255
,0.451,255,255,255
,0.829,255,255,255
,0.039,255,255,255
,0.079,255,255,255
,0.37,255,255,255
,0.059,255,255,255
,0.047,255,255,255
,0.03,255,255,255
,0.454,255,255,255
,0.023,255,255,255
,0.324,255,255,255
,0.126,255,255,255
,0.709,255,255,255
,0.08,255,255,255
,0.028,255,255,255
,0.023,255,255,255
,0.291,255,255,255
,0.023,255,255,255
,1.823,255,255,255
,0.456,255,255,255
,0.178,255,255,255
,0.11,255,255,255
,0.057,255,255,255
,0.023,255,255,255
,0.118,255,255,255
,0.062,255,255,255
,0.796,255,255,255
,0.159,255,255,255
,0.023,255,255,255
,0.03,255,255,255
,0.231,255,255,255
,0.059,255,255,255
,0.561,255,255,255
,0.161,255,255,255
,0.028,255,255,255
,1.715,255,255,255
,0.069,255,255,255
,0.35,255,255,255
,0.028,255,255,255
,0.062,255,255,255
,0.388,255,255,255
,0.051,255,255,255
,0.023,255,255,255
,0.04,255,255,255
,0.236,255,255,255
,0.032,255,255,255
,0.467,255,255,255
,0.121,255,255,255
,0.162,255,255,255
,0.064,255,255,255
,0.14,255,255,255
,0.115,255,255,255
,0.042,255,255,255
,0.076,255,255,255
,0.029,255,255,255
,0.033,255,255,255
,0.164,255,255,255
,0.063,255,255,255
,0.058,255,255,255
,0.35,255,255,255
,0.026,255,255,255
,0.26,255,255,255
,0.354,255,255,255
,1.188,255,255,255
,0.11,255,255,255
,0.079,255,255,255
,1.179,255,255,255
,0.025,255,255,255
,0.093,255,255,255
,0.133,255,255,255
,0.125,255,255,255
,0.297,255,255,255
,0.056,255,255,255
,0.129,255,255,255
,0.116,255,255,255
,0.281,255,255,255
,0.025,255,255,255
,0.025,255,255,255
,0.074,255,255,255
,4.159,255,255,255
,0.094,255,255,255
,0.196,255,255,255
,0.304,255,255,255
,0.02,255,255,255
,3.645,255,255,255
,0.041,255,255,255
,0.045,255,255,255
,0.073,255,255,255
,0.029,255,255,255
,0.036,255,255,255
,0.091,255,255,255
,0.02,255,255,255
,0.057,255,255,255
,0.026,255,255,255
,1.272,255,255,255
,0.055,255,255,255
,0.02,255,255,255
,0.373,255,255,255
,0.111,255,255,255
,0.063,255,255,255
,0.054,255,255,255
,0.173,255,255,255
,0.074,255,255,255
,0.02,255,255,255
,0.044,255,255,255
,0.155,255,255,255
,0.194,255,255,255
,0.849,255,255,255
,0.849,255,255,255
,0.176,255,255,255
,0.097,255,255,255
,0.047,255,255,255
,1.163,255,255,255
,0.039,255,255,255
,0.71,255,255,255
,0.521,255,255,255
,0.127,255,255,255
,0.186,255,255,255
,0.02,255,255,255
,0.02,255,255,255
,0.166,255,255,255
,0.196,255,255,255
,0.061,255,255,255
,0.081,255,255,255
,0.167,255,255,255
,0.036,255,255,255
,0.02,255,255,255
,0.734,255,255,255
,0.714,255,255,255
,5.165,255,255,255
,0.02,255,255,255
,0.084,255,255,255
,0.072,255,255,255
,0.025,255,255,255
,0.025,255,255,255
,0.025,255,255,255
,0.088,255,255,255
,0.18,255,255,255
,0.025,255,255,255
,0.358,255,255,255
,0.02,255,255,255
,0.154,255,255,255
,0.02,255,255,255
,0.037,255,255,255
,0.038,255,255,255
,0.058,255,255,255
,0.02,255,255,255
,0.032,255,255,255
,0.049,255,255,255
,0.033,255,255,255
,0.02,255,255,255
,0.029,255,255,255
,0.02,255,255,255
,0.08,255,255,255
