,Area,Mean,Min,Max
,0.142,255,255,255
,0.065,255,255,255
,0.065,255,255,255
,0.072,255,255,255
,0.034,255,255,255
,0.064,255,255,255
,0.624,255,255,255
,0.035,255,255,255
,0.28,255,255,255
,0.022,255,255,255
,0.027,255,255,255
,0.126,255,255,255
,0.03,255,255,255
,0.091,255,255,255
,0.022,255,255,255
,0.966,255,255,255
,0.075,255,255,255
,0.033,255,255,255
,1.245,255,255,255
,0.033,255,255,255
,0.235,255,255,255
,0.049,255,255,255
,0.2,255,255,255
,0.026,255,255,255
,0.097,255,255,255
,0.083,255,255,255
,0.053,255,255,255
,0.312,255,255,255
,0.773,255,255,255
,0.069,255,255,255
,0.257,255,255,255
,0.033,255,255,255
,0.044,255,255,255
,0.026,255,255,255
,0.035,255,255,255
,0.617,255,255,255
,0.24,255,255,255
,0.179,255,255,255
,0.094,255,255,255
,0.103,255,255,255
,0.845,255,255,255
,0.045,255,255,255
,0.545,255,255,255
,0.167,255,255,255
,0.035,255,255,255
,0.209,255,255,255
,0.046,255,255,255
,2.354,255,255,255
,0.119,255,255,255
,0.033,255,255,255
,0.099,255,255,255
,0.026,255,255,255
,0.115,255,255,255
,1.229,255,255,255
,0.152,255,255,255
,0.068,255,255,255
,0.22,255,255,255
,0.667,255,255,255
,0.047,255,255,255
,0.12,255,255,255
,0.916,255,255,255
,0.218,255,255,255
,0.171,255,255,255
,0.117,255,255,255
,0.081,255,255,255
,0.345,255,255,255
,1.228,255,255,255
,0.323,255,255,255
,0.368,255,255,255
,0.053,255,255,255
,0.163,255,255,255
,0.022,255,255,255
,0.056,255,255,255
,0.105,255,255,255
,0.152,255,255,255
,0.074,255,255,255
,0.097,255,255,255
,0.333,255,255,255
,0.05,255,255,255
,0.132,255,255,255
,0.045,255,255,255
,0.027,255,255,255
,1.35,255,255,255
,0.343,255,255,255
,0.164,255,255,255
,0.027,255,255,255
,0.051,255,255,255
,0.08,255,255,255
,0.077,255,255,255
,0.033,255,255,255
,0.027,255,255,255
,0.06,255,255,255
,0.062,255,255,255
,2.436,255,255,255
,0.188,255,255,255
,0.203,255,255,255
,0.172,255,255,255
,0.027,255,255,255
,0.143,255,255,255
,0.2,255,255,255
,0.118,255,255,255
,0.138,255,255,255
,0.022,255,255,255
,0.022,255,255,255
,1.077,255,255,255
,0.382,255,255,255
,0.099,255,255,255
,0.677,255,255,255
,0.022,255,255,255
,0.29,255,255,255
,0.098,255,255,255
,0.209,255,255,255
,0.286,255,255,255
,0.884,255,255,255
,0.027,255,255,255
,0.022,255,255,255
,0.177,255,255,255
,1.356,255,255,255
,0.071,255,255,255
,0.027,255,255,255
,1.763,255,255,255
,0.092,255,255,255
,0.401,255,255,255
,0.252,255,255,255
,0.073,255,255,255
,0.027,255,255,255
,0.046,255,255,255
,0.075,255,255,255
,0.353,255,255,255
,0.45,255,255,255
,0.038,255,255,255
,0.194,255,255,255
,2.434,255,255,255
,0.104,255,255,255
,0.335,255,255,255
,0.162,255,255,255
,0.022,255,255,255
,0.054,255,255,255
,0.128,255,255,255
,1.507,255,255,255
,0.112,255,255,255
,0.15,255,255,255
,0.093,255,255,255
,0.161,255,255,255
,0.035,255,255,255
,0.345,255,255,255
,0.774,255,255,255
,0.129,255,255,255
,2.019,255,255,255
,0.043,255,255,255
,0.027,255,255,255
,0.099,255,255,255
,0.243,255,255,255
,0.301,255,255,255
,0.053,255,255,255
,0.027,255,255,255
,0.275,255,255,255
,0.076,255,255,255
,0.114,255,255,255
,0.176,255,255,255
,0.027,255,255,255
,0.89,255,255,255
,0.049,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.043,255,255,255
,0.803,255,255,255
,0.054,255,255,255
,0.547,255,255,255
,0.027,255,255,255
,0.052,255,255,255
,0.399,255,255,255
,0.064,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.067,255,255,255
,0.27,255,255,255
,0.106,255,255,255
,0.091,255,255,255
,0.083,255,255,255
,0.027,255,255,255
,0.694,255,255,255
,0.113,255,255,255
,0.246,255,255,255
,0.538,255,255,255
,0.027,255,255,255
,0.093,255,255,255
,0.115,255,255,255
,2.316,255,255,255
,0.412,255,255,255
,0.051,255,255,255
,0.079,255,255,255
,0.414,255,255,255
,0.087,255,255,255
,0.18,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.048,255,255,255
,0.132,255,255,255
,0.607,255,255,255
,0.14,255,255,255
,0.159,255,255,255
,0.054,255,255,255
,0.992,255,255,255
,0.281,255,255,255
,0.041,255,255,255
,0.506,255,255,255
,0.027,255,255,255
,0.506,255,255,255
,0.218,255,255,255
,0.089,255,255,255
,0.344,255,255,255
,0.1,255,255,255
,0.071,255,255,255
,0.027,255,255,255
,0.211,255,255,255
,0.109,255,255,255
,0.357,255,255,255
,0.027,255,255,255
,0.027,255,255,255
,0.07,255,255,255
,0.027,255,255,255
,0.136,255,255,255
,0.501,255,255,255
,0.091,255,255,255
,0.063,255,255,255
,0.182,255,255,255
,0.054,255,255,255
,0.028,255,255,255
,0.023,255,255,255
,7.202,255,255,255
,0.076,255,255,255
,0.092,255,255,255
,0.047,255,255,255
,0.044,255,255,255
,0.383,255,255,255
,0.075,255,255,255
,0.142,255,255,255
,0.051,255,255,255
,0.605,255,255,255
,0.288,255,255,255
,0.076,255,255,255
,0.023,255,255,255
,0.047,255,255,255
,0.041,255,255,255
,3.755,255,255,255
,0.164,255,255,255
,0.081,255,255,255
,0.023,255,255,255
,0.213,255,255,255
,0.268,255,255,255
,0.028,255,255,255
,0.346,255,255,255
,0.162,255,255,255
,0.708,255,255,255
,0.041,255,255,255
,0.254,255,255,255
,0.028,255,255,255
,0.056,255,255,255
,0.143,255,255,255
,0.069,255,255,255
,0.245,255,255,255
,3.668,255,255,255
,0.282,255,255,255
,0.375,255,255,255
,1.022,255,255,255
,0.071,255,255,255
,0.798,255,255,255
,0.081,255,255,255
,0.05,255,255,255
,0.029,255,255,255
,0.028,255,255,255
,1.42,255,255,255
,0.857,255,255,255
,1.179,255,255,255
,1.291,255,255,255
,0.034,255,255,255
,6.411,255,255,255
,0.139,255,255,255
,0.175,255,255,255
,0.315,255,255,255
,0.028,255,255,255
,0.16,255,255,255
,0.362,255,255,255
,0.06,255,255,255
,0.055,255,255,255
,0.213,255,255,255
,0.051,255,255,255
